精美装修   采光很好  业主急售 带车位,锦华小区 _ 兴华南街,3室2厅 | 122.34平米 | 南 北 | 精装 | 7层  | 板楼,"VR看装修,房本满五年,随时看房,商业类",106万,单价8665元/平米
永威两房，好楼层，好位置，好物业,永威南樾瑞苑 _ 航空港商圈,2室1厅 | 79.78平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,"VR看装修,房本满两年,随时看房",79.5万,单价9965元/平米
丽宫品质洋房 门前人工湖 带190平下沉一层 100平花园,裕鸿世界港丽宫 _ 航空港商圈,7室3厅 | 577.7平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 板楼,"VR房源,房本满两年",900万,单价15580元/平米
浩创悦城 小高层 地铁口 纯毛坯 看房方便 急售,浩创悦城 _ 航空港商圈,3室2厅 | 131.7平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,"近地铁,VR看装修,房本满两年",81.5万,单价6189元/平米
花园洋房 南北花园100平左右 满2年 诚心出售 价格可谈,裕鸿世界港丽宫 _ 航空港商圈,5室3厅 | 197.23平米 | 南 | 毛坯 | 低楼层(共5层)  | 板楼,"VR房源,房本满两年",390万,单价19774元/平米
业主诚心出售，毛坯房，户型方正，喜欢的风格装修,郑报润园二期 _ 航空港商圈,7室2厅 | 253.65平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,"近地铁,VR房源,房本满两年",260万,单价10251元/平米
南北通透 纯洋房社区 业主急售 两卫,和昌盛世城邦润园 _ 园博园商圈,3室2厅 | 89.74平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,"VR看装修,房本满两年,随时看房",72.4万,单价8068元/平米
富田兴和苑纯 洋房社区，环境好，绿化好，入住率高.,富田兴和苑 _ 航空港商圈,2室1厅 | 92.21平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满两年,商业类",70万,单价7592元/平米
富田兴和苑 2室1厅 南,富田兴和苑 _ 航空港商圈,2室1厅 | 93.05平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,"VR看装修,房本满两年,商业类",75万,单价8061元/平米
花园洋房 绿化好 户型棒 精装自住标准,名门郡景 _ 航空港商圈,3室2厅 | 103.08平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年",118万,单价11448元/平米
恒基水榭华城 3室2厅 南 北,恒基水榭华城 _ 航空港商圈,3室2厅 | 136.45平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,"VR看装修,房本满两年",160万,单价11726元/平米
空港新城恩平湖地铁口蓝山公馆优质精装洋房低价出,豫发大运城蓝山公馆 _ 航空港商圈,3室2厅 | 126.7平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满两年",160万,单价12629元/平米
正弘尚文苑纯南户三房，契税满二没有个税,正弘.尚文苑 _ 航空港商圈,3室1厅 | 88.78平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,"近地铁,VR看装修,随时看房,商业类",88万,单价9913元/平米
和昌品质洋房小区满二有本随时可签 看房方便 户型方正,和昌盛世城邦润园 _ 园博园商圈,3室2厅 | 130.18平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,"VR房源,房本满两年,随时看房",115万,单价8834元/平米
格局好，视野宽，阔采光充足，配套设施齐全，交通便利,名门郡景 _ 航空港商圈,4室2厅 | 161.19平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",172万,单价10671元/平米
业主诚心出售，价格可谈，适合投 资自住,润丰锦尚 _ 航空港商圈,3室2厅 | 111.88平米 | 南 | 毛坯 | 低楼层(共15层)  | 塔楼,"VR看装修,房本满两年,随时看房",96万,单价8581元/平米
满两年有房产证，洋房社区经典小三房！！！！,名门郡景 _ 航空港商圈,3室1厅 | 88.59平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,"VR房源,房本满两年,随时看房",65万,单价7338元/平米
永威迎宾府 朝南三房 93平 诚心出售,永威迎宾府 _ 北大学城,3室2厅 | 92.67平米 | 南 | 简装 | 中楼层(共18层)  | 塔楼,"近地铁,VR看装修,房本满两年,随时看房",166万,单价17914元/平米
总高20层的小高层 户型好 小区环境也好 采光,北郡三期 _ 北大学城,3室2厅 | 89.31平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,"VR看装修,房本满两年,商业类",136万,单价15228元/平米
花园路中州大道正商双气小高层，2017年建成，满两年,正商林语溪岸 _ 北大学城,3室2厅 | 122.96平米 | 南 北 | 精装 | 中楼层(共13层)  | 板塔结合,"VR看装修,房本满两年,随时看房",145万,单价11793元/平米
低密度小区 楼层好 采光视野充足,保利海上五月花百合园 _ 北大学城,3室2厅 | 89.54平米 | 南 北 | 简装 | 中楼层(共13层)  | 板塔结合,"VR看装修,房本满两年",165万,单价18428元/平米
升龙汇金，满五唯一，精装双气小两房，3号线地铁加持,升龙汇金广场 _ 南阳路,2室1厅 | 67.93平米 | 西 北 | 精装 | 高楼层(共34层)  | 塔楼,"VR看装修,房本满五年,商业类",104万,单价15310元/平米
叠加别墅，交通方便，配套齐全.,水映唐庄 _ 北大学城,4室2厅 | 146.04平米 | 西 | 精装 | 中楼层(共4层)  | 塔楼,"近地铁,VR房源,房本满五年,随时看房,商业类",175万,单价11984元/平米
楼下双地铁   带车位    双气大两房100万,裕华广场 _ 省体育中心,2室2厅 | 90.29平米 | 东 | 简装 | 高楼层(共22层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",95万,单价10522元/平米
满五唯一 税费少，南北通透，明厨明卫，有地铁,逸品香山二期南苑 _ 北大学城,3室2厅 | 89.86平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",130万,单价14467元/平米
标准三房全南双气，中间楼层诚心出售,裕园小区 _ 邙山,3室1厅 | 87.75平米 | 南 | 简装 | 中楼层(共17层)  | 板塔结合,"VR看装修,房本满两年,随时看房,商业类",93.8万,单价10690元/平米
区政府旁 二梯二户 满五年唯一住房 双气 地铁口,天伦庄园三期 _ 北大学城,3室2厅 | 127.1平米 | 东 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",195万,单价15343元/平米
常青路3号院 3室2厅 南 北,常青路3号院 _ 省体育中心,3室2厅 | 133.54平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",106万,单价7938元/平米
双地铁 满五唯一  户型方正，采光好,裕华第九城市 _ 省体育中心,3室2厅 | 125.57平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",148万,单价11787元/平米
民安北郡经典小三房 基础装修已经装修过，新房未入住,北郡三期 _ 北大学城,3室2厅 | 89.77平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,"VR看装修,房本满两年,随时看房,商业类",139.4万,单价15529元/平米
贾鲁河景洋房  满五唯一   中间楼层   毛坯,天地湾祥苑 _ 北大学城,3室2厅 | 127.35平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房,商业类",225万,单价17668元/平米
满五唯一，逸品香山精装三房，八层电梯洋房,鑫苑逸品香山 _ 北大学城,3室1厅 | 88.66平米 | 西南 | 精装 | 高楼层(共8层)  | 板塔结合,"近地铁,VR看装修,房本满五年",132万,单价14889元/平米
带车位，贾鲁河畔，环境优美，精装修一梯两户小三房,天地湾祥苑 _ 北大学城,3室2厅 | 87.34平米 | 东 南 | 精装 | 高楼层(共13层)  | 板楼,"VR看装修,房本满两年",158.5万,单价18148元/平米
美景麟起城一号院，业主自住，等价格，遇客户,美景麟起城一号院 _ 北大学城,4室2厅 | 126.64平米 | 南 北 | 简装 | 低楼层(共33层)  | 板塔结合,"VR看装修,房本满两年",203万,单价16030元/平米
天地湾佳苑精装修小三居，诚意出售。,天地湾佳苑 _ 北大学城,3室2厅 | 85.11平米 | 南 | 精装 | 中楼层(共14层)  | 板塔结合,"近地铁,VR房源,房本满五年",156万,单价18330元/平米
地铁口满五大三房，精装双气，户型方正楼层好，随时看,金蓝湾 _ 省体育中心,3室2厅 | 99.19平米 | 西南 | 精装 | 14层  | 板楼,"近地铁,VR看装修,房本满五年",139万,单价14014元/平米
精装修+公园+地铁+无增值税+随时可看,天伦庄园三期 _ 北大学城,3室2厅 | 107.9平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,"近地铁,VR看装修,房本满两年",152万,单价14088元/平米
小区环境好 交通方便 近万达，，,碧源月湖景园 _ 北大学城,3室2厅 | 90.28平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",135万,单价14954元/平米
地铁口，英才街，建业开发，自持物业,建业花园里海棠苑 _ 北大学城,4室2厅 | 141.75平米 | 南 北 | 毛坯 | 低楼层(共29层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",216万,单价15239元/平米
长兴苑电梯洋房 标准三房急售 满五唯一 户型方正,长兴苑 _ 邙山,3室2厅 | 91.31平米 | 南 | 简装 | 6层  | 板塔结合,"VR看装修,房本满五年,随时看房",71万,单价7776元/平米
近三环交通便捷，户型方正，通透明亮,金富源 _ 省体育中心,3室1厅 | 108.22平米 | 南 北 | 其他 | 中楼层(共18层)  | 塔楼,"VR看装修,房本满两年,随时看房",116.5万,单价10766元/平米
香山社区满五年，电梯双气双阳台，户型方正诚心卖,逸品香山二期北苑 _ 北大学城,3室2厅 | 89.21平米 | 西 | 简装 | 中楼层(共15层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",135万,单价15133元/平米
贾鲁河旁，建业开发，毛坯中高层，诚意出售,建业花园里海棠苑 _ 北大学城,3室2厅 | 89.04平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房",147万,单价16510元/平米
精装修三房，采光视野好，河景房,保利海上五月花百合园 _ 北大学城,3室2厅 | 89.54平米 | 南 | 精装 | 中楼层(共13层)  | 板塔结合,"VR看装修,房本满两年,随时看房",159万,单价17758元/平米
迎宾路3号、96平精装修小三房、中间楼层采光视野好,迎宾路3号 _ 北大学城,3室2厅 | 96.53平米 | 南 | 精装 | 高楼层(共22层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",164万,单价16990元/平米
保利洋房，全款房随时过户，即将满五唯一。,保利海上五月花茉莉园 _ 北大学城,4室2厅 | 135.85平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,"VR看装修,房本满两年,随时看房",264万,单价19434元/平米
养老一楼 户型好 南北通透 有钥匙 看房方便,教委北环教工小区 _ 省体育中心,3室1厅 | 71.4平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR房源,房本满五年,随时看房",68万,单价9524元/平米
房子满两年，建业大楼盘，温馨大三室，看房随时,建业花园里海棠苑 _ 北大学城,3室2厅 | 126.54平米 | 东 | 精装 | 高楼层(共29层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",199万,单价15727元/平米
怡丰森林湖 瞰景高层  低密度社区 契税满两年 急售,怡丰森林湖三期 _ 北大学城,3室2厅 | 106.08平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,"VR看装修,房本满五年,随时看房",107万,单价10087元/平米
此房满五唯一，采光无遮挡，阳光充足 精装修 拎包住,中原桂冠 _ 北大学城,3室2厅 | 127.64平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",145万,单价11361元/平米
花园路索须河湿地花园洋房鸟语花香低密生活从这里开始,正商林语溪岸 _ 北大学城,3室2厅 | 138.22平米 | 南 北 | 精装 | 高楼层(共13层)  | 板塔结合,"VR房源,房本满两年,随时看房",156万,单价11287元/平米
此房满两年，毛坯房，为纯南户型，楼层位置好，采光好,天伦庄园三期 _ 北大学城,3室2厅 | 107.82平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",141万,单价13078元/平米
万科开发，满二，环境优美。业主诚心出售。,万科天伦紫台一期 _ 北大学城,3室2厅 | 89.18平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,"VR看装修,房本满五年,随时看房",140万,单价15699元/平米
保利海上五月花多层洋房  精装修  带家具家电,保利海上五月花百合园 _ 北大学城,4室2厅 | 131.89平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",289.8万,单价21973元/平米
贾鲁河畔天地湾祥苑双气电梯南北三居室诚心售看随时。,天地湾祥苑 _ 北大学城,3室2厅 | 87.25平米 | 南 北 | 简装 | 低楼层(共13层)  | 板楼,"VR看装修,房本满两年,随时看房",131万,单价15015元/平米
北四环旁  三房 采光好 交通便利,正商兴汉花园 _ 邙山,3室1厅 | 88.33平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",78万,单价8831元/平米
小区环境优美，物业尽职尽责，配套完善，交通便利,北郡三期 _ 北大学城,2室2厅 | 79.17平米 | 西南 | 毛坯 | 中楼层(共20层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房,商业类",115万,单价14526元/平米
双气，双地铁，精装修小两室，满五唯一,新希望澳园 _ 省体育中心,2室1厅 | 70.56平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",86万,单价12189元/平米
地铁口 惠济区政府旁 天伦庄园 精装修 双气 惠济万达,天伦庄园三期 _ 北大学城,2室1厅 | 89.32平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房,商业类",122万,单价13659元/平米
满五唯一，纯南两室，得房率高。,珠江荣景 _ 邙山,2室1厅 | 84平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,"VR房源,房本满五年,随时看房,商业类",79万,单价9405元/平米
北三环地铁口方正小两房新新装修,金蓝湾 _ 省体育中心,2室2厅 | 76.18平米 | 南 | 精装 | 18层  | 板楼,"近地铁,VR房源,房本满五年,随时看房,商业类",112万,单价14703元/平米
3号线200米，次新小区，精装双气，满五唯一,昌建誉峰 _ 南阳路,2室2厅 | 88.86平米 | 南 北 | 精装 | 25层  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",140万,单价15756元/平米
此房满五唯一，无增值无差额，万科物业,美景麟起城一号院 _ 北大学城,3室2厅 | 89.49平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,"VR看装修,商业类",151万,单价16874元/平米
宏达小区 2室2厅 东,宏达小区 _ 省体育中心,2室2厅 | 89.89平米 | 东 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,商业类",112万,单价12460元/平米
精装三房，采光充足，视野开阔，,天地湾佳苑 _ 北大学城,3室2厅 | 87.76平米 | 南 | 精装 | 低楼层(共14层)  | 板塔结合,"近地铁,VR看装修,房本满五年,商业类",147万,单价16751元/平米
满五唯一  一梯两户    中间楼层   大三房    双气,天地湾祥苑 _ 北大学城,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,"VR房源,房本满两年,商业类",215万,单价16930元/平米
鑫苑逸品香山，满五年中高楼层，不临街不临路，双气,逸品香山二期南苑 _ 北大学城,3室2厅 | 89.95平米 | 西北 | 精装 | 高楼层(共16层)  | 板楼,"近地铁,VR看装修,随时看房",128万,单价14231元/平米
户型好，楼层高，采光好，税费低.,融创城开瓏府 _ 北大学城,3室2厅 | 88.56平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,"VR看装修,随时看房",136万,单价15357元/平米
两开间朝南，高楼层，万达和月湖公园,碧源月湖景园 _ 北大学城,2室2厅 | 89.32平米 | 西南 | 毛坯 | 高楼层(共32层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",120万,单价13435元/平米
随时可以签约，业主很诚心出售，随时可以办理手续。,拖厂路小区 _ 绿茵广场,3室1厅 | 104.86平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",86万,单价8202元/平米
